GameId,Year,Round,Date,Attendance,HomeTeam
2017R0404,2017,R4,15/04/2017,9185,Greater Western Sydney
2017R0405,2017,R4,15/04/2017,24968,Carlton
2017R0406,2017,R4,15/04/2017,47492,Adelaide
2017R0407,2017,R4,16/04/2017,36650,Collingwood
2017R0408,2017,R4,16/04/2017,21669,Brisbane Lions
2017R0409,2017,R4,17/04/2017,62360,Hawthorn
2017R0501,2017,R5,21/04/2017,43120,Port Adelaide
2017R0502,2017,R5,22/04/2017,31822,Western Bulldogs
2017R0503,2017,R5,22/04/2017,12672,Gold Coast
2017R0504,2017,R5,22/04/2017,34824,Sydney
2017R0505,2017,R5,22/04/2017,33319,Fremantle
2017R0506,2017,R5,23/04/2017,33884,St Kilda
2017R0507,2017,R5,23/04/2017,28997,Hawthorn
2017R0508,2017,R5,24/04/2017,85657,Richmond
2017R0509,2017,R5,25/04/2017,87685,Essendon
2017R0601,2017,R6,28/04/2017,14048,Greater Western Sydney
2017R0602,2017,R6,29/04/2017,15571,Hawthorn
2017R0603,2017,R6,29/04/2017,32678,Carlton
2017R0604,2017,R6,29/04/2017,13638,Brisbane Lions
2017R0605,2017,R6,29/04/2017,15431,North Melbourne
2017R0606,2017,R6,29/04/2017,40836,West Coast
2017R0607,2017,R6,30/04/2017,44040,Essendon
2017R0608,2017,R6,30/04/2017,46457,Geelong
2017R0609,2017,R6,30/04/2017,51069,Adelaide
2017R0701,2017,R7,5/05/2017,21160,St Kilda
2017R0702,2017,R7,6/05/2017,10064,North Melbourne
2017R0703,2017,R7,6/05/2017,70279,Collingwood
2017R0704,2017,R7,6/05/2017,38333,Port Adelaide
2017R0705,2017,R7,6/05/2017,46387,Western Bulldogs
2017R0706,2017,R7,6/05/2017,13648,Gold Coast
2017R0707,2017,R7,7/05/2017,25619,Sydney
2017R0708,2017,R7,7/05/2017,38693,Melbourne
2017R0709,2017,R7,7/05/2017,33393,Fremantle
2017R0801,2017,R8,12/05/2017,38934,West Coast
2017R0802,2017,R8,13/05/2017,10553,Hawthorn
2017R0803,2017,R8,13/05/2017,38014,St Kilda
2017R0804,2017,R8,13/05/2017,11360,Greater Western Sydney
2017R0805,2017,R8,13/05/2017,57173,Essendon
2017R0806,2017,R8,13/05/2017,47882,Adelaide
2017R0807,2017,R8,14/05/2017,31200,Richmond
2017R0808,2017,R8,14/05/2017,10118,Gold Coast
2017R0809,2017,R8,14/05/2017,21589,North Melbourne
2017R0901,2017,R9,19/05/2017,30275,Geelong
2017R0902,2017,R9,20/05/2017,29778,St Kilda
2017R0903,2017,R9,20/05/2017,10677,Greater Western Sydney
2017R0904,2017,R9,20/05/2017,13802,Brisbane Lions
2017R0905,2017,R9,20/05/2017,54252,Collingwood
2017R0906,2017,R9,21/05/2017,36403,Essendon
2017R0907,2017,R9,21/05/2017,33218,Melbourne
2017R0908,2017,R9,21/05/2017,30313,Fremantle
2017R1001,2017,R10,25/05/2017,24909,Geelong
2017R1002,2017,R10,26/05/2017,36221,Sydney
2017R1003,2017,R10,27/05/2017,34685,Western Bulldogs
2017R1004,2017,R10,27/05/2017,5072,Melbourne
2017R1005,2017,R10,27/05/2017,85565,Richmond
2017R1006,2017,R10,27/05/2017,42415,Adelaide
2017R1007,2017,R10,28/05/2017,32750,Collingwood
2017R1008,2017,R10,28/05/2017,32802,Carlton
2017R1009,2017,R10,28/05/2017,37057,West Coast
2017R1101,2017,R11,1/06/2017,37910,Port Adelaide
2017R1102,2017,R11,2/06/2017,30458,Geelong
2017R1103,2017,R11,3/06/2017,11402,Gold Coast
2017R1104,2017,R11,3/06/2017,13671,Greater Western Sydney
2017R1105,2017,R11,3/06/2017,36100,North Melbourne
2017R1106,2017,R11,4/06/2017,34259,Fremantle
2017R1201,2017,R12,8/06/2017,20692,Sydney
2017R1202,2017,R12,9/06/2017,46082,Adelaide
2017R1203,2017,R12,10/06/2017,27392,Hawthorn
2017R1204,2017,R12,10/06/2017,11742,Brisbane Lions
2017R1205,2017,R12,10/06/2017,34022,Essendon
2017R1206,2017,R12,11/06/2017,23194,Carlton
2017R1207,2017,R12,12/06/2017,70926,Melbourne
2017R1301,2017,R13,15/06/2017,35719,West Coast
2017R1302,2017,R13,16/06/2017,26107,North Melbourne
2017R1303,2017,R13,17/06/2017,58721,Richmond
2017R1304,2017,R13,17/06/2017,31772,Port Adelaide
2017R1305,2017,R13,17/06/2017,11936,Gold Coast
2017R1306,2017,R13,18/06/2017,33667,Western Bulldogs
2017R1401,2017,R14,22/06/2017,45312,Adelaide
2017R1402,2017,R14,23/06/2017,34575,Sydney
2017R1403,2017,R14,24/06/2017,35933,Collingwood
2017R1404,2017,R14,24/06/2017,11455,Brisbane Lions
2017R1405,2017,R14,24/06/2017,28263,Western Bulldogs
2017R1406,2017,R14,24/06/2017,36622,West Coast
2017R1407,2017,R14,25/06/2017,29928,Geelong
2017R1408,2017,R14,25/06/2017,64448,Richmond
2017R1409,2017,R14,25/06/2017,16844,St Kilda
2017R1501,2017,R15,30/06/2017,47464,Melbourne
2017R1502,2017,R15,1/07/2017,29671,Western Bulldogs
2017R1503,2017,R15,1/07/2017,33433,Carlton
2017R1504,2017,R15,1/07/2017,12779,Gold Coast
2017R1505,2017,R15,1/07/2017,15007,Greater Western Sydney
2017R1506,2017,R15,1/07/2017,39979,Port Adelaide
2017R1507,2017,R15,2/07/2017,41246,Essendon
2017R1508,2017,R15,2/07/2017,56593,Hawthorn
2017R1509,2017,R15,2/07/2017,30541,Fremantle
2017R1601,2017,R16,7/07/2017,41948,Adelaide
2017R1602,2017,R16,8/07/2017,12156,Hawthorn
2017R1603,2017,R16,8/07/2017,63537,Collingwood
2017R1604,2017,R16,8/07/2017,32987,Sydney
2017R1605,2017,R16,8/07/2017,18769,Brisbane Lions
2017R1606,2017,R16,8/07/2017,47514,St Kilda
2017R1607,2017,R16,9/07/2017,19267,North Melbourne
2017R1608,2017,R16,9/07/2017,47266,Carlton
2017R1609,2017,R16,9/07/2017,36766,West Coast
2017R1701,2017,R17,14/07/2017,47156,St Kilda
2017R1702,2017,R17,15/07/2017,70345,Geelong
2017R1703,2017,R17,15/07/2017,34138,Port Adelaide
2017R1704,2017,R17,15/07/2017,17275,Gold Coast
2017R1705,2017,R17,15/07/2017,21924,Greater Western Sydney
2017R1706,2017,R17,15/07/2017,12104,Melbourne
2017R1707,2017,R17,16/07/2017,28188,Richmond
2017R1708,2017,R17,16/07/2017,35157,Carlton
2017R1709,2017,R17,16/07/2017,38722,Fremantle
2017R1801,2017,R18,21/07/2017,50464,Adelaide
2017R1802,2017,R18,22/07/2017,40359,Essendon
2017R1803,2017,R18,22/07/2017,27068,Melbourne
2017R1804,2017,R18,22/07/2017,9364,Western Bulldogs
2017R1805,2017,R18,22/07/2017,35773,Sydney
2017R1806,2017,R18,22/07/2017,30818,Fremantle
2017R1807,2017,R18,23/07/2017,33467,Richmond
2017R1808,2017,R18,23/07/2017,22927,Collingwood
2017R1809,2017,R18,23/07/2017,18847,Brisbane Lions
2017R1901,2017,R19,28/07/2017,52181,Hawthorn
2017R1902,2017,R19,29/07/2017,13939,North Melbourne
2017R1903,2017,R19,29/07/2017,11233,Greater Western Sydney
2017R1904,2017,R19,29/07/2017,30335,Port Adelaide
2017R1905,2017,R19,29/07/2017,35460,Carlton
2017R1906,2017,R19,29/07/2017,16207,Gold Coast
2017R1907,2017,R19,30/07/2017,48754,Western Bulldogs
2017R1908,2017,R19,30/07/2017,33269,Collingwood
2017R1909,2017,R19,30/07/2017,32652,West Coast
2017R2001,2017,R20,4/08/2017,30833,Geelong
2017R2002,2017,R20,5/08/2017,14274,Greater Western Sydney
2017R2003,2017,R20,5/08/2017,58562,Essendon
2017R2004,2017,R20,5/08/2017,16148,Brisbane Lions
2017R2005,2017,R20,5/08/2017,33394,North Melbourne
2017R2006,2017,R20,5/08/2017,27050,Fremantle
2017R2007,2017,R20,6/08/2017,22688,St Kilda
2017R2008,2017,R20,6/08/2017,58342,Richmond
2017R2009,2017,R20,6/08/2017,45028,Adelaide
2017R2101,2017,R21,11/08/2017,30672,Western Bulldogs
2017R2102,2017,R21,12/08/2017,39281,Sydney
2017R2103,2017,R21,12/08/2017,32266,Geelong
2017R2104,2017,R21,12/08/2017,17772,Brisbane Lions
2017R2105,2017,R21,12/08/2017,38487,Essendon
2017R2106,2017,R21,12/08/2017,30491,West Coast
2017R2107,2017,R21,13/08/2017,53115,Melbourne
2017R2108,2017,R21,13/08/2017,14509,Hawthorn
2017R2109,2017,R21,13/08/2017,37533,Port Adelaide
2017R2201,2017,R22,18/08/2017,51466,Adelaide
2017R2202,2017,R22,19/08/2017,10087,Western Bulldogs
2017R2203,2017,R22,19/08/2017,47889,Collingwood
2017R2204,2017,R22,19/08/2017,15751,Greater Western Sydney
2017R2205,2017,R22,19/08/2017,35799,Carlton
2017R2206,2017,R22,19/08/2017,16817,Gold Coast
2017R2207,2017,R22,20/08/2017,30422,Melbourne
2017R2208,2017,R22,20/08/2017,29126,St Kilda
2017R2209,2017,R22,20/08/2017,34204,Fremantle
2017R2301,2017,R23,25/08/2017,48090,Hawthorn
2017R2302,2017,R23,26/08/2017,51223,Collingwood
2017R2303,2017,R23,26/08/2017,15416,Brisbane Lions
2017R2304,2017,R23,26/08/2017,38965,Sydney
2017R2305,2017,R23,26/08/2017,30087,Geelong
2017R2306,2017,R23,26/08/2017,34288,Port Adelaide
2017R2307,2017,R23,27/08/2017,42665,Essendon
2017R2308,2017,R23,27/08/2017,69104,Richmond
2017R2309,2017,R23,27/08/2017,39367,West Coast
2017QF01,2017,QF,7/09/2017,52805,Adelaide
2017QF02,2017,QF,8/09/2017,95028,Geelong
2017EF01,2017,EF,9/09/2017,46323,Sydney
2017EF02,2017,EF,9/09/2017,41172,Port Adelaide
2017SF01,2017,SF,15/09/2017,55529,Geelong
2017SF02,2017,SF,16/09/2017,14865,Greater Western Sydney
2017PF01,2017,PF,22/09/2017,53817,Adelaide
2017PF02,2017,PF,23/09/2017,94258,Richmond
2017GF01,2017,GF,30/09/2017,100021,Adelaide
2018R0101,2018,R1,22/03/2018,90151,Richmond
2018R0102,2018,R1,23/03/2018,43016,Essendon
2018R0103,2018,R1,24/03/2018,23731,St Kilda
2018R0104,2018,R1,24/03/2018,38324,Port Adelaide
2018R0105,2018,R1,24/03/2018,3722,Gold Coast
2018R0106,2018,R1,24/03/2018,58051,Hawthorn
2018R0107,2018,R1,25/03/2018,10454,Greater Western Sydney
2018R0108,2018,R1,25/03/2018,54112,Melbourne
2018R0109,2018,R1,25/03/2018,53553,West Coast
2018R0201,2018,R2,29/03/2018,49743,Adelaide
2018R0202,2018,R2,30/03/2018,33966,North Melbourne
2018R0203,2018,R2,31/03/2018,28025,Carlton
2018R0204,2018,R2,31/03/2018,30941,Collingwood
2018R0205,2018,R2,31/03/2018,17141,Brisbane Lions
2018R0206,2018,R2,31/03/2018,49021,Fremantle
2018R0207,2018,R2,1/04/2018,22868,Western Bulldogs
2018R0208,2018,R2,1/04/2018,34636,Sydney
2018R0209,2018,R2,2/04/2018,73189,Geelong
2018R0301,2018,R3,6/04/2018,68548,Carlton
2018R0302,2018,R3,7/04/2018,36363,Port Adelaide
2018R0303,2018,R3,7/04/2018,35518,Melbourne
2018R0304,2018,R3,7/04/2018,33388,Gold Coast
2018R0305,2018,R3,7/04/2018,19324,St Kilda
2018R0306,2018,R3,7/04/2018,34711,Sydney
2018R0307,2018,R3,8/04/2018,70701,Richmond
2018R0308,2018,R3,8/04/2018,40499,Western Bulldogs
2018R0309,2018,R3,8/04/2018,54535,West Coast
2018R0401,2018,R4,13/04/2018,45495,Adelaide
2018R0402,2018,R4,14/04/2018,11356,Greater Western Sydney
2018R0403,2018,R4,14/04/2018,32870,Richmond
2018R0404,2018,R4,14/04/2018,28058,Western Bulldogs
2018R0405,2018,R4,14/04/2018,14266,North Melbourne
2018R0406,2018,R4,14/04/2018,51774,West Coast
2018R0407,2018,R4,15/04/2018,30900,Essendon
2018R0408,2018,R4,15/04/2018,41973,Hawthorn
2018R0409,2018,R4,15/04/2018,27338,Geelong
2018R0501,2018,R5,20/04/2018,38017,Sydney
2018R0502,2018,R5,21/04/2018,14956,St Kilda
2018R0503,2018,R5,21/04/2018,27900,Carlton
2018R0504,2018,R5,21/04/2018,45372,Port Adelaide
2018R0505,2018,R5,21/04/2018,43056,Fremantle
2018R0506,2018,R5,22/04/2018,27981,North Melbourne
2018R0507,2018,R5,22/04/2018,16087,Brisbane Lions
2018R0508,2018,R5,24/04/2018,77071,Melbourne
2018R0509,2018,R5,25/04/2018,91440,Collingwood
2018R0601,2018,R6,27/04/2018,33915,Western Bulldogs
2018R0602,2018,R6,28/04/2018,31036,Geelong
2018R0603,2018,R6,28/04/2018,17617,North Melbourne
2018R0604,2018,R6,28/04/2018,10046,Greater Western Sydney
2018R0605,2018,R6,28/04/2018,15741,Hawthorn
2018R0606,2018,R6,28/04/2018,44835,Adelaide
2018R0607,2018,R6,29/04/2018,35964,Essendon
2018R0608,2018,R6,29/04/2018,72157,Collingwood
2018R0609,2018,R6,29/04/2018,56521,Fremantle
2018R0701,2018,R7,4/05/2018,25079,Geelong
2018R0702,2018,R7,5/05/2018,6833,Western Bulldogs
2018R0703,2018,R7,5/05/2018,53018,Essendon
2018R0704,2018,R7,5/05/2018,50516,West Coast
2018R0705,2018,R7,5/05/2018,29124,Sydney
2018R0706,2018,R7,5/05/2018,47422,Adelaide
2018R0707,2018,R7,6/05/2018,43240,Richmond
2018R0708,2018,R7,6/05/2018,25496,St Kilda
2018R0709,2018,R7,6/05/2018,21850,Brisbane Lions
2018R0801,2018,R8,11/05/2018,32784,Hawthorn
2018R0802,2018,R8,12/05/2018,9253,Greater Western Sydney
2018R0803,2018,R8,12/05/2018,44669,Carlton
2018R0804,2018,R8,12/05/2018,6060,Gold Coast
2018R0805,2018,R8,12/05/2018,50967,Port Adelaide
2018R0806,2018,R8,12/05/2018,20865,Western Bulldogs
2018R0807,2018,R8,12/05/2018,41752,Fremantle
2018R0808,2018,R8,13/05/2018,29153,North Melbourne
2018R0809,2018,R8,13/05/2018,44602,Collingwood
2018R0901,2018,R9,18/05/2018,39407,Adelaide
2018R0902,2018,R9,19/05/2018,7194,North Melbourne
2018R0903,2018,R9,19/05/2018,10689,Gold Coast
2018R0904,2018,R9,19/05/2018,50228,Essendon
2018R0905,2018,R9,19/05/2018,33994,St Kilda
2018R0906,2018,R9,19/05/2018,27481,Sydney
2018R0907,2018,R9,20/05/2018,44142,Carlton
2018R0908,2018,R9,20/05/2018,20628,Brisbane Lions
2018R0909,2018,R9,20/05/2018,57616,West Coast
2018R1001,2018,R10,25/05/2018,37985,Collingwood
2018R1002,2018,R10,26/05/2018,48850,Richmond
2018R1003,2018,R10,26/05/2018,18702,Brisbane Lions
2018R1004,2018,R10,26/05/2018,31090,Geelong
2018R1005,2018,R10,26/05/2018,10789,Greater Western Sydney
2018R1006,2018,R10,27/05/2018,28077,Hawthorn
2018R1007,2018,R10,27/05/2018,6989,Melbourne
2018R1008,2018,R10,27/05/2018,37575,Fremantle
2018R1101,2018,R11,1/06/2018,27351,Sydney
2018R1102,2018,R11,2/06/2018,28485,Western Bulldogs
2018R1103,2018,R11,2/06/2018,13007,Hawthorn
2018R1104,2018,R11,2/06/2018,17490,Gold Coast
2018R1105,2018,R11,2/06/2018,81046,Essendon
2018R1106,2018,R11,2/06/2018,54188,West Coast
2018R1107,2018,R11,3/06/2018,22133,North Melbourne
2018R1108,2018,R11,3/06/2018,34542,Collingwood
2018R1109,2018,R11,3/06/2018,44120,Adelaide
2018R1201,2018,R12,8/06/2018,39936,Port Adelaide
2018R1202,2018,R12,9/06/2018,31265,Geelong
2018R1203,2018,R12,9/06/2018,7131,Greater Western Sydney
2018R1204,2018,R12,9/06/2018,27569,St Kilda
2018R1205,2018,R12,10/06/2018,20476,Brisbane Lions
2018R1206,2018,R12,10/06/2018,33421,Fremantle
2018R1207,2018,R12,11/06/2018,83518,Melbourne
2018R1301,2018,R13,14/06/2018,26137,Port Adelaide
2018R1302,2018,R13,15/06/2018,36402,Sydney
2018R1303,2018,R13,16/06/2018,21430,Carlton
2018R1304,2018,R13,16/06/2018,10181,Gold Coast
2018R1305,2018,R13,16/06/2018,26693,Hawthorn
2018R1306,2018,R13,17/06/2018,46423,Geelong
2018R1401,2018,R14,21/06/2018,51409,West Coast
2018R1402,2018,R14,22/06/2018,40751,Port Adelaide
2018R1403,2018,R14,23/06/2018,9007,Hawthorn
2018R1404,2018,R14,23/06/2018,11267,Brisbane Lions
2018R1405,2018,R14,23/06/2018,26301,Western Bulldogs
2018R1406,2018,R14,24/06/2018,53706,Collingwood
2018R1501,2018,R15,28/06/2018,43519,Richmond
2018R1502,2018,R15,29/06/2018,29499,Western Bulldogs
2018R1503,2018,R15,30/06/2018,26562,Carlton
2018R1504,2018,R15,30/06/2018,44771,Adelaide
2018R1505,2018,R15,30/06/2018,13637,Gold Coast
2018R1506,2018,R15,30/06/2018,10866,Greater Western Sydney
2018R1507,2018,R15,1/07/2018,38910,Melbourne
2018R1508,2018,R15,1/07/2018,45580,Essendon
2018R1509,2018,R15,1/07/2018,41674,Fremantle
2018R1601,2018,R16,5/07/2018,34363,Sydney
2018R1602,2018,R16,6/07/2018,54934,Richmond
2018R1603,2018,R16,7/07/2018,21074,Brisbane Lions
2018R1604,2018,R16,7/07/2018,36253,Port Adelaide
2018R1605,2018,R16,7/07/2018,35320,Western Bulldogs
2018R1606,2018,R16,7/07/2018,8689,Melbourne
2018R1607,2018,R16,8/07/2018,14389,North Melbourne
2018R1608,2018,R16,8/07/2018,69868,Essendon
2018R1609,2018,R16,8/07/2018,52105,West Coast
2018R1701,2018,R17,12/07/2018,46095,Adelaide
2018R1702,2018,R17,13/07/2018,33780,St Kilda
2018R1703,2018,R17,14/07/2018,12557,Hawthorn
2018R1704,2018,R17,14/07/2018,31053,Melbourne
2018R1705,2018,R17,14/07/2018,13061,Gold Coast
2018R1706,2018,R17,14/07/2018,14456,Greater Western Sydney
2018R1707,2018,R17,15/07/2018,53439,Collingwood
2018R1708,2018,R17,15/07/2018,25633,North Melbourne
2018R1709,2018,R17,15/07/2018,33190,Fremantle
2018R1801,2018,R18,20/07/2018,36269,St Kilda
2018R1802,2018,R18,21/07/2018,50393,Collingwood
2018R1803,2018,R18,21/07/2018,32565,Sydney
2018R1804,2018,R18,21/07/2018,31564,Essendon
2018R1805,2018,R18,21/07/2018,20475,Brisbane Lions
2018R1806,2018,R18,21/07/2018,30125,Geelong
2018R1807,2018,R18,22/07/2018,30405,Carlton
2018R1808,2018,R18,22/07/2018,46854,West Coast
2018R1809,2018,R18,22/07/2018,34693,Port Adelaide
2018R1901,2018,R19,27/07/2018,42251,Essendon
2018R1902,2018,R19,28/07/2018,88180,Richmond
2018R1903,2018,R19,28/07/2018,28226,Geelong
2018R1904,2018,R19,28/07/2018,12014,Greater Western Sydney
2018R1905,2018,R19,28/07/2018,10776,Gold Coast
2018R1906,2018,R19,28/07/2018,45880,Adelaide
2018R1907,2018,R19,29/07/2018,11176,North Melbourne
2018R1908,2018,R19,29/07/2018,6450,Western Bulldogs
2018R1909,2018,R19,29/07/2018,41845,Fremantle
2018R2001,2018,R20,3/08/2018,67054,Richmond
2018R2002,2018,R20,4/08/2018,68857,Hawthorn
2018R2003,2018,R20,4/08/2018,18395,Brisbane Lions
2018R2004,2018,R20,4/08/2018,50377,Adelaide
2018R2005,2018,R20,4/08/2018,39238,Sydney
2018R2006,2018,R20,4/08/2018,20748,St Kilda
2018R2007,2018,R20,5/08/2018,16697,Carlton
2018R2008,2018,R20,5/08/2018,23072,Melbourne
2018R2009,2018,R20,5/08/2018,57375,West Coast
2018R2101,2018,R21,10/08/2018,37483,Essendon
2018R2102,2018,R21,11/08/2018,59529,Hawthorn
2018R2103,2018,R21,11/08/2018,18102,Gold Coast
2018R2104,2018,R21,11/08/2018,32534,Port Adelaide
2018R2105,2018,R21,11/08/2018,13249,Greater Western Sydney
2018R2106,2018,R21,11/08/2018,33390,Collingwood
2018R2107,2018,R21,12/08/2018,27031,North Melbourne
2018R2108,2018,R21,12/08/2018,51424,Melbourne
2018R2109,2018,R21,12/08/2018,40028,Fremantle
2018R2201,2018,R22,17/08/2018,76424,Richmond
2018R2202,2018,R22,18/08/2018,46286,Collingwood
2018R2203,2018,R22,18/08/2018,24507,Geelong
2018R2204,2018,R22,18/08/2018,21433,Greater Western Sydney
2018R2205,2018,R22,18/08/2018,24795,St Kilda
2018R2206,2018,R22,18/08/2018,11907,Gold Coast
2018R2207,2018,R22,19/08/2018,24143,Carlton
2018R2208,2018,R22,19/08/2018,55824,West Coast
2018R2209,2018,R22,19/08/2018,41444,Adelaide
2018R2301,2018,R23,24/08/2018,39168,Port Adelaide
2018R2302,2018,R23,25/08/2018,28004,Geelong
2018R2303,2018,R23,25/08/2018,56998,Richmond
2018R2304,2018,R23,25/08/2018,41320,Fremantle
2018R2305,2018,R23,25/08/2018,17000,Carlton
2018R2306,2018,R23,25/08/2018,39660,Sydney
2018R2307,2018,R23,26/08/2018,16367,Brisbane Lions
2018R2308,2018,R23,26/08/2018,37285,Melbourne
2018R2309,2018,R23,26/08/2018,19866,St Kilda
2018QF01,2018,QF,6/09/2018,91446,Richmond
2018EF01,2018,EF,7/09/2018,91767,Melbourne
2018EF02,2018,EF,8/09/2018,40350,Sydney
2018QF02,2018,QF,8/09/2018,59585,West Coast
2018SF01,2018,SF,14/09/2018,90152,Hawthorn
2018SF02,2018,SF,15/09/2018,72504,Collingwood
2018PF01,2018,PF,21/09/2018,94959,Richmond
2018PF02,2018,PF,22/09/2018,59608,West Coast
2018GF01,2018,GF,29/09/2018,100022,West Coast
2019R0101,2019,R1,21/03/2019,85016,Carlton
2019R0102,2019,R1,22/03/2019,78017,Collingwood
2019R0103,2019,R1,23/03/2019,38866,Melbourne
2019R0104,2019,R1,23/03/2019,50180,Adelaide
2019R0105,2019,R1,23/03/2019,32303,Western Bulldogs
2019R0106,2019,R1,23/03/2019,20029,Brisbane Lions
2019R0107,2019,R1,24/03/2019,20291,St Kilda
2019R0108,2019,R1,24/03/2019,15424,Greater Western Sydney
2019R0109,2019,R1,24/03/2019,40033,Fremantle
2019R0201,2019,R2,28/03/2019,70699,Richmond
2019R0202,2019,R2,29/03/2019,32575,Sydney
2019R0203,2019,R2,30/03/2019,44252,Essendon
2019R0204,2019,R2,30/03/2019,41552,Port Adelaide
2019R0205,2019,R2,30/03/2019,27561,Geelong
2019R0206,2019,R2,30/03/2019,54985,West Coast
2019R0207,2019,R2,31/03/2019,23100,North Melbourne
2019R0208,2019,R2,31/03/2019,39368,Hawthorn
2019R0209,2019,R2,31/03/2019,10119,Gold Coast
2019R0301,2019,R3,4/04/2019,45631,Adelaide
2019R0302,2019,R3,5/04/2019,52475,Melbourne
2019R0303,2019,R3,6/04/2019,39290,Carlton
2019R0304,2019,R3,6/04/2019,12697,Greater Western Sydney
2019R0305,2019,R3,6/04/2019,19958,Brisbane Lions
2019R0306,2019,R3,6/04/2019,60878,Collingwood
2019R0307,2019,R3,7/04/2019,22499,Western Bulldogs
2019R0308,2019,R3,7/04/2019,36174,Hawthorn
2019R0309,2019,R3,7/04/2019,38227,Fremantle
2019R0401,2019,R4,11/04/2019,26669,Sydney
2019R0402,2019,R4,12/04/2019,59257,Collingwood
2019R0403,2019,R4,13/04/2019,28780,Geelong
2019R0404,2019,R4,13/04/2019,48289,Essendon
2019R0405,2019,R4,13/04/2019,38864,Port Adelaide
2019R0406,2019,R4,13/04/2019,17207,North Melbourne
2019R0407,2019,R4,13/04/2019,58219,West Coast
2019R0408,2019,R4,14/04/2019,14176,Gold Coast
2019R0409,2019,R4,14/04/2019,35883,St Kilda
2019R0501,2019,R5,18/04/2019,34017,Brisbane Lions
2019R0502,2019,R5,19/04/2019,48278,North Melbourne
2019R0503,2019,R5,19/04/2019,49290,West Coast
2019R0504,2019,R5,20/04/2019,11277,Greater Western Sydney
2019R0505,2019,R5,20/04/2019,35558,Melbourne
2019R0506,2019,R5,20/04/2019,40053,Richmond
2019R0507,2019,R5,21/04/2019,35069,Western Bulldogs
2019R0508,2019,R5,21/04/2019,40847,Adelaide
2019R0509,2019,R5,22/04/2019,66347,Hawthorn
2019R0601,2019,R6,24/04/2019,72704,Richmond
2019R0602,2019,R6,25/04/2019,92241,Essendon
2019R0603,2019,R6,26/04/2019,36099,Port Adelaide
2019R0604,2019,R6,27/04/2019,13694,Gold Coast
2019R0605,2019,R6,27/04/2019,28404,St Kilda
2019R0606,2019,R6,27/04/2019,29780,Sydney
2019R0607,2019,R6,27/04/2019,43732,Fremantle
2019R0608,2019,R6,28/04/2019,15888,Hawthorn
2019R0609,2019,R6,28/04/2019,28085,Geelong
2019R0701,2019,R7,3/05/2019,37559,Collingwood
2019R0702,2019,R7,4/05/2019,40864,Melbourne
2019R0703,2019,R7,4/05/2019,12633,Greater Western Sydney
2019R0704,2019,R7,4/05/2019,20075,Brisbane Lions
2019R0705,2019,R7,4/05/2019,36151,Western Bulldogs
2019R0706,2019,R7,4/05/2019,47497,West Coast
2019R0707,2019,R7,5/05/2019,42430,Carlton
2019R0708,2019,R7,5/05/2019,63527,Geelong
2019R0709,2019,R7,5/05/2019,42383,Adelaide
2019R0801,2019,R8,10/05/2019,26502,Sydney
2019R0802,2019,R8,11/05/2019,69289,Carlton
2019R0803,2019,R8,11/05/2019,9039,Western Bulldogs
2019R0804,2019,R8,11/05/2019,9765,Gold Coast
2019R0805,2019,R8,11/05/2019,24246,St Kilda
2019R0806,2019,R8,11/05/2019,49675,Port Adelaide
2019R0807,2019,R8,12/05/2019,21156,North Melbourne
2019R0808,2019,R8,12/05/2019,14636,Hawthorn
2019R0809,2019,R8,12/05/2019,42641,Fremantle
2019R0901,2019,R9,17/05/2019,51162,West Coast
2019R0902,2019,R9,18/05/2019,60702,Collingwood
2019R0903,2019,R9,18/05/2019,20405,Brisbane Lions
2019R0904,2019,R9,18/05/2019,31373,Geelong
2019R0905,2019,R9,18/05/2019,29176,Essendon
2019R0906,2019,R9,18/05/2019,12799,North Melbourne
2019R0907,2019,R9,19/05/2019,26129,Port Adelaide
2019R0908,2019,R9,19/05/2019,64936,Richmond
2019R0909,2019,R9,19/05/2019,9599,Greater Western Sydney
2019R1001,2019,R10,24/05/2019,34649,Sydney
2019R1002,2019,R10,25/05/2019,11637,Hawthorn
2019R1003,2019,R10,25/05/2019,26156,Western Bulldogs
2019R1004,2019,R10,25/05/2019,41630,Adelaide
2019R1005,2019,R10,25/05/2019,80176,Richmond
2019R1006,2019,R10,25/05/2019,13144,Gold Coast
2019R1007,2019,R10,26/05/2019,20023,Melbourne
2019R1008,2019,R10,26/05/2019,35058,St Kilda
2019R1009,2019,R10,26/05/2019,36383,Fremantle
2019R1101,2019,R11,31/05/2019,29326,North Melbourne
2019R1102,2019,R11,1/06/2019,41774,Collingwood
2019R1103,2019,R11,1/06/2019,7581,Greater Western Sydney
2019R1104,2019,R11,1/06/2019,29021,Geelong
2019R1105,2019,R11,1/06/2019,25051,Brisbane Lions
2019R1106,2019,R11,1/06/2019,10634,Melbourne
2019R1107,2019,R11,2/06/2019,9412,St Kilda
2019R1108,2019,R11,2/06/2019,50423,Essendon
2019R1109,2019,R11,2/06/2019,53195,West Coast
2019R1201,2019,R12,7/06/2019,65214,Richmond
2019R1202,2019,R12,8/06/2019,32211,Carlton
2019R1203,2019,R12,8/06/2019,9305,Gold Coast
2019R1204,2019,R12,8/06/2019,41710,Adelaide
2019R1205,2019,R12,9/06/2019,36640,Sydney
2019R1206,2019,R12,10/06/2019,74036,Collingwood
2019R1301,2019,R13,13/06/2019,40837,Adelaide
